practice,0.026762,0.00000001
swag,0.026831,8.35E-09
we come !,0.026865,9.07E-09
psalm,0.026951,6.77E-09
miami,0.027012,5.51E-09
here i come,0.027088,0.000000005
san diego,0.027188,3.85E-09
niggas,0.027361,0.000000003
game tomorrow,0.027429,2.47E-09
here we come,0.027721,1.66E-09
lord for,0.027757,1.57E-09
! !,0.027794,1.48E-09
success is,0.027897,9.07E-10
kobe,0.027902,0.000000001
thang,0.027944,7.84E-10
the fam,0.028033,8.18E-10
the lord is,0.028098,6.27E-10
be blessed,0.028161,7.08E-10
ready,0.028544,3.96E-10
fullest,0.028555,2.19E-10
cali,0.02856,2.13E-10
of the lord,0.028577,2.32E-10
on my way,0.028734,1.63E-10
doin,0.028745,1.82E-10
we come,0.029277,5.65E-11
in christ,0.029318,4.59E-11
weekend,0.02935,6.84E-11
you lord,0.029443,4.57E-11
life is good,0.02946,4.51E-11
lets go,0.029516,2.99E-11
snowboarding,0.029582,2.4E-11
holla,0.029858,1.23E-11
church,0.030016,9.76E-12
wit my,0.030043,9.29E-12
great weekend,0.030058,1.68E-11
a blast,0.030794,2.2E-12
proverbs,0.031146,7.37E-13
a beautiful day,0.031317,1.52E-12
game tonight,0.031491,3.15E-13
finals,0.031529,4.37E-13
celtics,0.031812,1.47E-13
team,0.032171,7.35E-14
greatness,0.032496,2.75E-14
yall,0.032961,9.13E-15
bout to,0.033174,6.52E-15
god is good,0.033202,7.03E-15
the beach,0.033233,5.86E-15
!,0.033265,7.55E-15
volleyball,0.034205,4.92E-16
blessed,0.035512,6.26E-16
the lord,0.03597,5.8E-18
praise,0.03674,6.9E-19
chillin,0.03753,6.81E-20
beautiful day,0.037671,3.68E-19
fam,0.038682,3.34E-21
blessings,0.03918,7.69E-21
soccer,0.040099,3.41E-23
beach,0.04025,2.82E-23
workout,0.04039,1.32E-23
basketball,0.043449,1.03E-27
lakers,0.043677,5.57E-28
smh,0.045455,1.53E-30
success,0.04591,2.94E-31
